Standort,Bestand,Plot,Baumart,BHD,Hoehe
El Naranjo,9,24,aa,82,
El Naranjo,9,24,aa,58,
El Naranjo,9,24,aa,47,
El Naranjo,9,24,aa,31,13
El Naranjo,9,24,np,74,
El Naranjo,9,24,np,78,17
El Naranjo,9,25,aa,17,
El Naranjo,9,25,aa,52,
El Naranjo,9,25,aa,13,8
El Naranjo,9,25,aa,27.5,
El Naranjo,9,25,aa,18,
El Naranjo,9,25,aa,20,
El Naranjo,9,25,aa,76,
El Naranjo,9,25,aa,60,
El Naranjo,9,25,aa,66,
El Naranjo,9,25,aa,48.5,
El Naranjo,9,25,aa,134,26
El Naranjo,9,25,aa,70,
El Naranjo,9,25,aa,66,
El Naranjo,9,25,aa,118,
El Naranjo,9,25,aa,53,
El Naranjo,9,25,aa,31,
El Naranjo,9,25,aa,33,
El Naranjo,9,25,aa,19.5,
El Naranjo,9,25,np,115,19
El Naranjo,9,26,aa,45.5,
El Naranjo,9,26,aa,103,19
El Naranjo,9,26,aa,62,16
El Naranjo,9,26,aa,72.5,
El Naranjo,9,26,aa,40,
El Naranjo,9,26,aa,44.5,
El Naranjo,9,26,aa,62,
El Naranjo,9,26,aa,51,
El Naranjo,9,26,aa,69,
El Naranjo,9,26,aa,134,26
El Naranjo,9,26,np,32,
El Naranjo,9,26,np,35,
El Naranjo,9,26,np,44.5,
El Naranjo,9,26,np,53,
El Naranjo,9,26,np,39,
El Naranjo,9,26,np,115,19
El Naranjo,9,27,aa,62,11
El Naranjo,9,27,aa,80,
El Naranjo,9,27,aa,62.5,
El Naranjo,9,27,aa,81,
El Naranjo,9,27,aa,18,
El Naranjo,9,27,aa,46,
El Naranjo,9,27,aa,100,
El Naranjo,9,27,aa,86,
El Naranjo,9,27,aa,88,
El Naranjo,9,27,aa,51,
El Naranjo,9,27,aa,76,
El Naranjo,9,27,aa,101,
El Naranjo,9,27,aa,84.5,
El Naranjo,9,27,aa,52.5,
El Naranjo,9,27,np,102,24
El Naranjo,9,27,np,100,
El Naranjo,9,27,np,23,
El Naranjo,10,1,aa,159,17
El Naranjo,10,1,np,62,
El Naranjo,10,1,np,63,14
El Naranjo,10,2,aa,70,9
El Naranjo,10,2,np,83,
El Naranjo,10,2,np,75,
El Naranjo,10,2,np,63,13
El Naranjo,10,3,aa,115,
El Naranjo,10,3,np,68,
El Naranjo,10,3,np,73,18
El Naranjo,10,3,np,68,
El Naranjo,10,3,np,75,
El Naranjo,10,4,aa,69,
El Naranjo,10,4,aa,142,
El Naranjo,10,4,aa,73,
El Naranjo,10,4,aa,68,
El Naranjo,10,4,aa,185,32
El Naranjo,10,4,aa,80,
El Naranjo,10,4,aa,125,
El Naranjo,10,4,aa,62,14
El Naranjo,10,4,aa,137,
El Naranjo,10,4,aa,120,
El Naranjo,10,5,aa,22,
El Naranjo,10,5,aa,65,
El Naranjo,10,5,aa,87,
El Naranjo,10,5,aa,97,23
El Naranjo,10,5,aa,6,
El Naranjo,10,5,aa,129,
El Naranjo,10,5,aa,115,
El Naranjo,10,5,aa,107,
El Naranjo,10,5,aa,191,
El Naranjo,10,6,aa,59,14
El Naranjo,10,6,aa,76,
El Naranjo,10,6,aa,60,
El Naranjo,10,6,aa,74,
El Naranjo,10,6,aa,100,37
El Naranjo,10,6,np,87,
El Naranjo,10,6,np,131,25
El Naranjo,10,6,np,83,
El Naranjo,10,6,np,76,
El Naranjo,10,6,np,76,21
El Naranjo,10,7,aa,89,
El Naranjo,10,7,aa,84,15
El Naranjo,10,7,aa,180,
El Naranjo,10,7,aa,90,10
El Naranjo,10,7,aa,64,
El Naranjo,10,7,aa,68,
El Naranjo,10,7,aa,78,
El Naranjo,10,7,aa,150,
El Naranjo,10,7,aa,95,
El Naranjo,10,8,aa,100,12
El Naranjo,10,8,aa,83,
El Naranjo,10,8,aa,96,
El Naranjo,10,8,aa,89,
El Naranjo,10,8,aa,68,13
El Naranjo,10,8,np,180,29
El Naranjo,10,9,aa,132,
El Naranjo,10,9,aa,140,20
El Naranjo,10,9,np,120,22
El Naranjo,10,9,np,71,
El Naranjo,10,9,np,135,
El Naranjo,10,10,aa,154,21
El Naranjo,10,10,np,90,15
El Naranjo,10,10,np,158,18
El Naranjo,10,11,aa,38,
El Naranjo,10,11,aa,66,
El Naranjo,10,11,aa,64,9
El Naranjo,10,11,aa,56,
El Naranjo,10,11,np,64,13
El Naranjo,10,11,np,122,
El Naranjo,10,12,aa,112,23
El Naranjo,10,12,aa,51,14
El Naranjo,10,12,aa,11,
El Naranjo,10,12,np,82,
El Naranjo,10,12,np,74,
El Naranjo,10,12,np,64,11
El Naranjo,10,12,np,110,15
El Naranjo,10,13,aa,99,
El Naranjo,10,13,aa,97,
El Naranjo,10,13,aa,75,16
El Naranjo,10,13,aa,98,
El Naranjo,10,13,aa,59,
El Naranjo,10,13,aa,67,
El Naranjo,10,13,np,52,
El Naranjo,10,13,np,51,16
El Naranjo,10,14,aa,72,
El Naranjo,10,14,aa,50,
El Naranjo,10,14,aa,151,
El Naranjo,10,14,aa,60,
El Naranjo,10,14,aa,73,
El Naranjo,10,14,aa,91,
El Naranjo,10,14,aa,171,
El Naranjo,10,15,aa,84,
El Naranjo,10,15,aa,53,15
El Naranjo,10,15,aa,92,21.5
El Naranjo,10,15,aa,151,31
El Naranjo,10,15,aa,62,
El Naranjo,10,15,aa,63,
El Naranjo,10,15,aa,61,
El Naranjo,10,15,np,75,
El Naranjo,10,16,aa,87,
El Naranjo,10,16,aa,79,23
El Naranjo,10,16,aa,132,25
El Naranjo,10,16,aa,96,
El Naranjo,10,16,aa,100,
El Naranjo,10,16,aa,115,
El Naranjo,10,16,aa,85,
El Naranjo,10,16,aa,97,
El Naranjo,10,16,aa,99,
El Naranjo,10,16,np,91,24
El Naranjo,10,16,np,75,18
El Naranjo,10,17,aa,98,
El Naranjo,10,17,aa,61,
El Naranjo,10,17,aa,99,
El Naranjo,10,17,aa,105,
El Naranjo,10,17,aa,153,
El Naranjo,10,17,aa,86,25
El Naranjo,10,17,aa,104,
El Naranjo,10,17,np,68,
El Naranjo,10,17,np,93,
El Naranjo,10,17,np,90,
El Naranjo,10,17,np,74,
El Naranjo,10,17,np,51,
El Naranjo,10,17,np,78,
El Naranjo,10,17,np,71,24
El Naranjo,10,18,aa,135,
El Naranjo,10,18,aa,150,
El Naranjo,10,18,aa,153,26
El Naranjo,10,18,aa,27,
El Naranjo,10,18,aa,98,6
El Naranjo,10,18,np,64,
El Naranjo,10,18,np,30,6
El Naranjo,10,18,np,78,22
El Naranjo,10,19,aa,102,20
El Naranjo,10,19,aa,138,
El Naranjo,10,19,aa,120,
El Naranjo,10,19,np,84,15
El Naranjo,10,19,np,69,
El Naranjo,10,19,np,65.5,
El Naranjo,10,19,np,98.5,
El Naranjo,10,19,np,76.5,
El Naranjo,10,20,aa,117,23
El Naranjo,10,20,aa,99,
El Naranjo,10,20,aa,81,21.5
El Naranjo,10,20,aa,94,
El Naranjo,10,20,aa,114,
El Naranjo,10,20,np,57,12
El Naranjo,10,20,np,51,
El Naranjo,10,21,aa,60,
El Naranjo,10,21,aa,41,
El Naranjo,10,21,aa,65,
El Naranjo,10,21,aa,101,
El Naranjo,10,21,aa,115,
El Naranjo,10,21,aa,100,
El Naranjo,10,21,aa,147,
El Naranjo,10,21,aa,54,
El Naranjo,10,21,aa,38.5,
El Naranjo,10,21,aa,36,
El Naranjo,10,21,aa,50,14
El Naranjo,10,21,aa,27,
El Naranjo,10,21,aa,160,31
El Naranjo,10,21,aa,55,
El Naranjo,10,21,aa,121,
El Naranjo,10,21,aa,11.5,
El Naranjo,10,21,aa,132,
El Naranjo,10,21,aa,140,
El Naranjo,10,21,np,74,
El Naranjo,10,22,aa,141,24
El Naranjo,10,22,aa,100,
El Naranjo,10,22,aa,104,
El Naranjo,10,22,aa,118,
El Naranjo,10,22,aa,114,
El Naranjo,10,22,aa,136,
El Naranjo,10,22,aa,77.5,23
El Naranjo,10,23,aa,117,
El Naranjo,10,23,aa,108,
El Naranjo,10,23,aa,87,
El Naranjo,10,23,aa,102,
El Naranjo,10,23,aa,55,
El Naranjo,10,23,aa,94,
El Naranjo,10,23,aa,100,
El Naranjo,10,23,aa,65,
El Naranjo,10,23,aa,15,
El Naranjo,10,23,aa,148,33
El Naranjo,10,23,np,41,14
El Naranjo,10,23,np,23,
El Naranjo,10,24,np,87,25
El Naranjo,10,24,np,62,13.5
El Naranjo,10,24,np,77,20
El Naranjo,10,25,aa,104,
El Naranjo,10,25,aa,111,
El Naranjo,10,25,aa,94.5,
El Naranjo,10,25,aa,90,
El Naranjo,10,25,aa,107,
El Naranjo,10,25,aa,13.5,
El Naranjo,10,25,aa,11.5,
El Naranjo,10,25,aa,11.5,
El Naranjo,10,25,np,120,
El Naranjo,10,25,np,86,
El Naranjo,10,25,np,78,
El Naranjo,10,25,np,71,
El Naranjo,10,25,np,100,
El Naranjo,11,1,np,64,17
El Naranjo,11,1,np,96,
El Naranjo,11,1,np,69,
El Naranjo,11,1,np,27,
El Naranjo,11,2,aa,95,36
El Naranjo,11,2,np,73,
El Naranjo,11,2,np,79,21
El Naranjo,11,2,np,69,19
El Naranjo,11,2,np,70,
El Naranjo,11,3,aa,134,
El Naranjo,11,3,aa,100,
El Naranjo,11,3,aa,103,25
El Naranjo,11,3,np,99,
El Naranjo,11,3,np,49,18
El Naranjo,11,4,aa,97,19
El Naranjo,11,4,aa,85,
El Naranjo,11,4,aa,84,
El Naranjo,11,4,aa,49,
El Naranjo,11,4,aa,9,3
El Naranjo,11,4,aa,11,
El Naranjo,11,4,np,69,
El Naranjo,11,4,np,50,20
El Naranjo,11,4,np,80,16
El Naranjo,11,5,aa,191,
El Naranjo,11,5,aa,31,
El Naranjo,11,5,aa,131,28
El Naranjo,11,5,np,84,
El Naranjo,11,5,np,56,
El Naranjo,11,5,np,81,14
El Naranjo,11,6,aa,58,
El Naranjo,11,6,aa,31,9
El Naranjo,11,6,aa,43,
El Naranjo,11,6,aa,64,13
El Naranjo,11,6,aa,36,
El Naranjo,11,6,aa,39,
El Naranjo,11,6,aa,54,
El Naranjo,11,6,np,53,16
El Naranjo,11,6,np,71,
El Naranjo,11,6,np,74,
El Naranjo,11,6,np,87,20
El Naranjo,11,7,aa,86,
El Naranjo,11,7,aa,75,
El Naranjo,11,7,aa,54,
El Naranjo,11,7,aa,85,
El Naranjo,11,7,aa,80,22
El Naranjo,11,7,aa,64,
El Naranjo,11,7,aa,98,
El Naranjo,11,7,np,83,
El Naranjo,11,7,np,84,18
El Naranjo,11,8,aa,52,12
El Naranjo,11,8,aa,97,23
El Naranjo,11,8,aa,82,
El Naranjo,11,8,aa,82,
El Naranjo,11,8,np,71,15
El Naranjo,11,8,np,64,13
El Naranjo,11,9,aa,74,
El Naranjo,11,9,aa,83,
El Naranjo,11,9,aa,100,
El Naranjo,11,9,aa,35,
El Naranjo,11,9,aa,79,
El Naranjo,11,9,aa,85,
El Naranjo,11,9,aa,80,19
El Naranjo,11,9,aa,67,
El Naranjo,11,9,aa,64,
El Naranjo,11,9,aa,89,
El Naranjo,11,9,np,69,
El Naranjo,11,9,np,66,20
El Naranjo,11,10,aa,100,28
El Naranjo,11,10,aa,92,20
El Naranjo,11,10,np,134,24
El Naranjo,11,10,np,26,8
El Naranjo,11,10,np,58,
El Naranjo,11,10,np,80,
El Naranjo,11,10,np,68,
El Naranjo,11,10,np,124,
El Naranjo,11,11,aa,70,
El Naranjo,11,11,aa,90,11
El Naranjo,11,11,np,104,
El Naranjo,11,11,np,59,18
El Naranjo,11,12,aa,74,
El Naranjo,11,12,aa,44,13
El Naranjo,11,12,aa,74,
El Naranjo,11,12,aa,87,
El Naranjo,11,12,aa,70,
El Naranjo,11,12,aa,80,
El Naranjo,11,12,aa,90,18
El Naranjo,11,12,np,100,20
El Naranjo,11,12,np,93,
El Naranjo,11,12,np,91,
El Naranjo,11,12,np,85,
El Naranjo,11,12,np,76,22
El Naranjo,11,13,aa,129,20
El Naranjo,11,13,np,88,
El Naranjo,11,13,np,90,13
El Naranjo,11,14,aa,120,18
El Naranjo,11,14,aa,31,6
El Naranjo,11,14,np,84,17
El Naranjo,11,15,np,100,20
El Naranjo,11,16,aa,98,25
El Naranjo,11,16,np,122,
El Naranjo,11,16,np,57,
El Naranjo,11,16,np,57,
El Naranjo,11,16,np,55,
El Naranjo,11,16,np,23,
El Naranjo,11,16,np,80,18
El Naranjo,11,16,np,19,8
El Naranjo,11,16,np,25,
El Naranjo,11,16,np,24,
El Naranjo,11,16,np,73,
El Naranjo,11,16,np,54,
El Naranjo,11,17,aa,78,21
El Naranjo,11,17,aa,86,
El Naranjo,11,17,aa,91.5,
El Naranjo,11,17,aa,75.5,
El Naranjo,11,17,np,64,20
El Naranjo,11,17,np,110,
El Naranjo,11,17,np,49.5,
El Naranjo,11,18,np,86.5,
El Naranjo,11,18,np,81,
El Naranjo,11,18,np,107,
El Naranjo,11,18,np,112,24.5
El Naranjo,11,18,np,29.5,
El Naranjo,11,18,np,55,
El Naranjo,11,18,np,23,15.5
El Naranjo,11,18,np,36,
El Naranjo,11,18,np,38.5,
El Naranjo,11,19,aa,59,14.5
El Naranjo,11,19,np,97,24
El Naranjo,11,19,np,76,22
El Naranjo,11,19,np,112,24.5
El Naranjo,11,19,np,107,
El Naranjo,11,20,aa,94,
El Naranjo,11,20,aa,111,
El Naranjo,11,20,aa,90,
El Naranjo,11,20,aa,88,
El Naranjo,11,20,aa,131,18
El Naranjo,11,20,aa,26,7.5
El Naranjo,11,20,np,72,23
El Naranjo,11,20,np,74,
El Naranjo,11,20,np,99,
El Naranjo,11,20,np,84,14
El Naranjo,11,21,aa,97,
El Naranjo,11,21,aa,11,
El Naranjo,11,21,aa,10,
El Naranjo,11,21,np,98,
El Naranjo,11,21,np,31,
El Naranjo,11,21,np,39,
El Naranjo,11,22,aa,57,21
El Naranjo,11,22,aa,73,
El Naranjo,11,22,aa,75,
El Naranjo,11,22,aa,137,27
El Naranjo,11,22,aa,101,
El Naranjo,11,22,np,94,22
El Naranjo,11,23,aa,86,18
El Naranjo,11,23,aa,84,
El Naranjo,11,23,aa,146,30
El Naranjo,11,23,aa,94,
El Naranjo,11,23,aa,52,
El Naranjo,11,23,aa,53,
El Naranjo,11,24,aa,146,30
El Naranjo,11,24,aa,99,
El Naranjo,11,24,aa,78,15
El Naranjo,11,24,aa,70,
El Naranjo,11,24,np,130,19
El Naranjo,11,24,np,79,
El Naranjo,11,24,np,56,
El Naranjo,11,24,np,69,
El Naranjo,11,24,np,38,14.5
El Naranjo,11,25,np,107,25
El Naranjo,11,25,np,81,15.5
El Naranjo,11,25,np,56,18.5
El Naranjo,12,1,aa,64,
El Naranjo,12,1,aa,73,18
El Naranjo,12,1,aa,112,
El Naranjo,12,1,aa,100,
El Naranjo,12,1,np,52,20
El Naranjo,12,2,aa,57,
El Naranjo,12,2,aa,53,15
El Naranjo,12,2,aa,57,
El Naranjo,12,2,aa,59,
El Naranjo,12,2,aa,72,
El Naranjo,12,2,aa,74,20
El Naranjo,12,2,np,44,12
El Naranjo,12,2,np,78,14
El Naranjo,12,3,aa,28,
El Naranjo,12,3,aa,74,19
El Naranjo,12,3,aa,77,
El Naranjo,12,3,aa,79,
El Naranjo,12,3,aa,56,
El Naranjo,12,3,np,29,11
El Naranjo,12,4,aa,70,
El Naranjo,12,4,aa,44,
El Naranjo,12,4,aa,68,
El Naranjo,12,4,aa,42,11
El Naranjo,12,4,aa,85,19
El Naranjo,12,4,aa,54,
El Naranjo,12,4,np,61,9
El Naranjo,12,5,np,123,16
El Naranjo,12,6,aa,238,35
El Naranjo,12,6,aa,172,
El Naranjo,12,6,aa,64,5
El Naranjo,12,6,aa,107,
El Naranjo,12,6,aa,27,9
El Naranjo,12,7,aa,84,
El Naranjo,12,7,aa,92,19
El Naranjo,12,7,aa,91,
El Naranjo,12,7,aa,172,
El Naranjo,12,7,np,102,16
El Naranjo,12,8,aa,93,24
El Naranjo,12,8,aa,82,20
El Naranjo,12,8,np,62,15
El Naranjo,12,8,np,80,
El Naranjo,12,8,np,88,
El Naranjo,12,8,np,68,
El Naranjo,12,8,np,86,
El Naranjo,12,8,np,106,17
El Naranjo,12,9,aa,86,16
El Naranjo,12,9,aa,100,
El Naranjo,12,9,np,54,
El Naranjo,12,9,np,66,
El Naranjo,12,9,np,58,11
El Naranjo,12,9,np,50,
El Naranjo,12,9,np,106,
El Naranjo,12,10,aa,84,
El Naranjo,12,10,aa,75,
El Naranjo,12,10,aa,61,
El Naranjo,12,10,aa,82,18
El Naranjo,12,10,aa,54,
El Naranjo,12,10,aa,40,12
El Naranjo,12,10,np,52,
El Naranjo,12,10,np,100,17
El Naranjo,12,10,np,84,
El Naranjo,12,10,np,48,11
El Naranjo,12,11,aa,82,21
El Naranjo,12,11,aa,84,
El Naranjo,12,11,aa,72,
El Naranjo,12,11,aa,80,
El Naranjo,12,11,aa,94,
El Naranjo,12,11,np,27,9
El Naranjo,12,12,aa,68,
El Naranjo,12,12,aa,28,6
El Naranjo,12,12,aa,92,
El Naranjo,12,12,aa,59,
El Naranjo,12,12,aa,114,25
El Naranjo,12,12,np,61,14
El Naranjo,12,12,np,60,11
El Naranjo,12,13,np,58,
El Naranjo,12,13,np,75,
El Naranjo,12,13,np,67,17
El Naranjo,12,13,np,88,
El Naranjo,12,14,aa,78,18
El Naranjo,12,14,aa,80,
El Naranjo,12,14,aa,83,17
El Naranjo,12,14,aa,78,
El Naranjo,12,14,np,73,16
El Naranjo,12,15,aa,140,
El Naranjo,12,15,aa,52,
El Naranjo,12,15,aa,94,14
El Naranjo,12,15,np,60,12
El Naranjo,12,16,aa,52,
El Naranjo,12,16,aa,65,
El Naranjo,12,16,aa,104,
El Naranjo,12,16,aa,38,
El Naranjo,12,16,aa,47,
El Naranjo,12,16,aa,31,
El Naranjo,12,16,aa,44,
El Naranjo,12,16,aa,106,
El Naranjo,12,16,aa,77,
El Naranjo,12,16,aa,42,
El Naranjo,12,16,aa,38,
El Naranjo,12,16,aa,124,29
El Naranjo,12,16,aa,73,
El Naranjo,12,16,aa,53,
El Naranjo,12,16,aa,83,
El Naranjo,12,16,aa,40,
El Naranjo,12,16,aa,53,
El Naranjo,12,16,aa,32,
El Naranjo,12,16,aa,18,8.5
El Naranjo,12,16,aa,24,
El Naranjo,12,16,aa,33,
El Naranjo,12,16,np,67,15
El Naranjo,12,17,aa,65,
El Naranjo,12,17,aa,80,
El Naranjo,12,17,aa,65,
El Naranjo,12,17,aa,73.5,20.5
El Naranjo,12,17,aa,78,
El Naranjo,12,17,aa,103,
El Naranjo,12,18,aa,93,
El Naranjo,12,18,aa,78,27
El Naranjo,12,18,aa,47,10
El Naranjo,12,18,aa,76,
El Naranjo,12,18,aa,79,
El Naranjo,12,18,aa,72,
El Naranjo,12,18,aa,57,
El Naranjo,12,19,aa,61,
El Naranjo,12,19,aa,67,
El Naranjo,12,19,aa,91,27
El Naranjo,12,19,aa,94,
El Naranjo,12,20,aa,62,
El Naranjo,12,20,aa,82,
El Naranjo,12,20,aa,74,19
El Naranjo,12,20,np,113,20
El Naranjo,12,20,np,34,
El Naranjo,12,20,np,18,8
El Naranjo,12,20,np,19,
El Naranjo,12,20,np,23,
El Naranjo,12,20,np,48,
El Naranjo,12,20,np,28,
El Naranjo,12,20,np,25,
El Naranjo,12,20,np,21,
El Naranjo,12,21,aa,58.5,
El Naranjo,12,21,aa,60,
El Naranjo,12,21,aa,91,
El Naranjo,12,21,aa,9,4.5
El Naranjo,12,21,aa,48,
El Naranjo,12,21,aa,74.5,
El Naranjo,12,21,aa,78,
El Naranjo,12,21,aa,30,6.5
El Naranjo,12,21,aa,77.4,21.5
El Naranjo,12,22,aa,94,15
El Naranjo,12,22,aa,50,17
El Naranjo,12,22,aa,93,
El Naranjo,12,22,np,82.5,16
El Naranjo,12,22,np,130,19
El Naranjo,12,23,aa,59,
El Naranjo,12,23,aa,35,
El Naranjo,12,23,aa,100,
El Naranjo,12,23,aa,66,
El Naranjo,12,23,aa,40,
El Naranjo,12,23,aa,80.5,26
El Naranjo,12,23,aa,100,
El Naranjo,12,23,aa,59.5,
El Naranjo,12,23,aa,98,
El Naranjo,12,23,np,130,19
El Naranjo,12,23,np,45.5,19
El Naranjo,12,23,np,21.5,
El Naranjo,12,23,np,47,
El Naranjo,12,24,aa,172,34.5
El Naranjo,12,24,aa,87,
El Naranjo,12,24,aa,118,
El Naranjo,12,24,aa,100,
El Naranjo,12,24,aa,84,
El Naranjo,12,24,aa,65,18
El Naranjo,12,24,np,71,21
El Naranjo,12,24,np,57,
El Naranjo,12,24,np,74,
El Naranjo,12,25,aa,75,
El Naranjo,12,25,aa,118,
El Naranjo,12,25,aa,105,
El Naranjo,12,25,aa,91,20
El Naranjo,12,25,aa,97,
El Naranjo,12,25,np,43,
El Naranjo,12,25,np,42,
El Naranjo,12,25,np,44,
El Naranjo,12,25,np,31,
El Naranjo,12,25,np,40,16.5
